track,name,corrected_hsec,submitted_on,visibility
ZCT198,dreadnaut,8639,"2018-01-14 14:40:00",public
ZCT198,afullo,8970,"2018-01-15 17:03:00",public
ZCT198,"Shoegazing Leo",10593,"2018-01-15 21:04:00",public
ZCT198,"Shoegazing Leo",8934,"2018-01-15 21:09:00",public
ZCT198,"Shoegazing Leo",8622,"2018-01-15 21:14:00",public
ZCT198,afullo,8604,"2018-01-16 21:46:00",public
ZCT198,"Shoegazing Leo",8509,"2018-01-16 23:19:00",public
ZCT198,afullo,8491,"2018-01-17 18:00:00",public
ZCT198,"Shoegazing Leo",8339,"2018-01-17 18:36:00",public
ZCT198,dreadnaut,7144,"2018-01-17 20:38:00",public
ZCT198,Cas,8535,"2018-01-18 03:53:00",public
ZCT198,Cas,8374,"2018-01-18 03:57:00",public
ZCT198,Cas,8287,"2018-01-18 04:01:00",public
ZCT198,afullo,8395,"2018-01-18 15:25:00",public
ZCT198,Seeker1982,8378,"2018-01-18 19:52:00",public
ZCT198,Seeker1982,8187,"2018-01-18 20:43:00",public
ZCT198,Seeker1982,8182,"2018-01-18 21:10:00",public
ZCT198,Seeker1982,8002,"2018-01-18 21:34:00",public
ZCT198,afullo,7440,"2018-01-19 11:54:00",public
ZCT198,Seeker1982,8230,"2018-01-19 14:37:00",public
ZCT198,Seeker1982,7411,"2018-01-19 19:33:00",public
ZCT198,Seeker1982,7387,"2018-01-19 19:35:00",public
ZCT198,dreadnaut,9200,"2018-01-19 19:54:00",public
ZCT198,Seeker1982,7353,"2018-01-19 20:08:00",public
ZCT198,Seeker1982,7290,"2018-01-19 20:14:00",public
ZCT198,Seeker1982,7217,"2018-01-19 20:16:00",public
ZCT198,Seeker1982,7197,"2018-01-19 20:20:00",public
ZCT198,Seeker1982,7149,"2018-01-19 20:44:00",public
ZCT198,Seeker1982,7062,"2018-01-19 20:49:00",public
ZCT198,Svenne,8417,"2018-01-21 00:48:00",public
ZCT198,Cas,7726,"2018-01-21 20:26:00",public
ZCT198,Cas,7561,"2018-01-21 20:31:00",public
ZCT198,Seeker1982,8197,"2018-01-29 22:14:00",public
ZCT198,dreadnaut,7003,"2018-02-03 00:09:00",normal
ZCT198,Seeker1982,7052,"2018-02-05 19:24:00",normal
ZCT198,Motig,8391,"2018-02-08 08:19:00",public
ZCT198,Seeker1982,7037,"2018-02-09 20:25:00",quiet
ZCT198,"Shoegazing Leo",8245,"2018-02-10 01:18:00",quiet
ZCT198,"Shoegazing Leo",7804,"2018-02-10 01:22:00",quiet
ZCT198,"Shoegazing Leo",7697,"2018-02-10 01:26:00",quiet
ZCT198,"Shoegazing Leo",7619,"2018-02-10 01:27:00",quiet
ZCT198,"Shoegazing Leo",7561,"2018-02-10 01:33:00",quiet
ZCT198,Duplode,6644,"2018-02-10 14:16:00",normal
ZCT198,Imperas,6994,"2018-02-10 19:26:00",quiet
ZCT199,"Shoegazing Leo",10935,"2018-02-13 01:08:00",public
ZCT199,"Shoegazing Leo",9068,"2018-02-13 01:14:00",public
ZCT199,"Shoegazing Leo",11641,"2018-02-13 01:17:00",public
ZCT199,"Shoegazing Leo",8085,"2018-02-13 01:20:00",public
ZCT199,"Shoegazing Leo",8340,"2018-02-13 01:23:00",public
ZCT199,"Shoegazing Leo",8166,"2018-02-13 01:29:00",public
ZCT199,"Shoegazing Leo",7692,"2018-02-13 01:32:00",public
ZCT199,afullo,8152,"2018-02-13 13:05:00",public
ZCT199,Motig,7815,"2018-02-14 00:29:00",public
ZCT199,"Shoegazing Leo",7673,"2018-02-14 03:06:00",public
ZCT199,afullo,7667,"2018-02-14 21:38:00",public
ZCT199,"Shoegazing Leo",7451,"2018-02-14 22:46:00",public
