track,name,corrected_hsec,submitted_on,visibility
ZCT210,dreadnaut,10006,"2019-01-13 14:23:00",public
ZCT210,Overdrijf,8774,"2019-01-13 14:49:00",public
ZCT210,"Stan 286XT",14110,"2019-01-13 17:54:00",public
ZCT210,"Stan 286XT",13600,"2019-01-13 18:36:00",public
ZCT210,dreadnaut,9814,"2019-01-13 19:39:00",public
ZCT210,dreadnaut,9723,"2019-01-13 19:47:00",public
ZCT210,afullo,10661,"2019-01-13 22:55:00",public
ZCT210,"Shoegazing Leo",10424,"2019-01-14 03:07:00",public
ZCT210,"Shoegazing Leo",9949,"2019-01-14 03:12:00",public
ZCT210,"Shoegazing Leo",10111,"2019-01-14 03:17:00",public
ZCT210,Heretic,9461,"2019-01-14 18:26:00",public
ZCT210,dreadnaut,9239,"2019-01-14 19:53:00",public
ZCT210,Seeker1982,8806,"2019-01-14 23:07:00",public
ZCT210,Overdrijf,8500,"2019-01-14 23:10:00",public
ZCT210,Seeker1982,8554,"2019-01-14 23:15:00",public
ZCT210,Seeker1982,8602,"2019-01-14 23:32:00",public
ZCT210,dreadnaut,10644,"2019-01-14 23:43:00",public
ZCT210,Marco,8403,"2019-01-14 23:44:00",public
ZCT210,Overdrijf,8166,"2019-01-14 23:45:00",public
ZCT210,Marco,10171,"2019-01-14 23:59:00",public
ZCT210,Marco,8144,"2019-01-15 00:27:00",public
ZCT210,Seeker1982,10020,"2019-01-15 00:46:00",public
ZCT210,Overdrijf,7986,"2019-01-15 10:29:00",public
ZCT210,afullo,9707,"2019-01-15 13:38:00",public
ZCT210,Overdrijf,7946,"2019-01-15 14:30:00",public
ZCT210,Heretic,10469,"2019-01-15 14:39:00",public
ZCT210,Overdrijf,9711,"2019-01-15 15:11:00",public
ZCT210,Heretic,9392,"2019-01-15 16:20:00",public
ZCT210,Seeker1982,9265,"2019-01-15 20:23:00",public
ZCT210,Seeker1982,9095,"2019-01-15 20:35:00",public
ZCT210,Seeker1982,9048,"2019-01-15 21:05:00",public
ZCT210,Seeker1982,8555,"2019-01-15 21:25:00",public
ZCT210,Marco,7850,"2019-01-15 21:58:00",public
ZCT210,Cas,9882,"2019-01-15 22:49:00",public
ZCT210,Heretic,9670,"2019-01-16 12:12:00",public
ZCT210,Overdrijf,7911,"2019-01-16 20:06:00",public
ZCT210,Overdrijf,7867,"2019-01-16 20:44:00",public
ZCT210,Overdrijf,7845,"2019-01-16 20:53:00",public
ZCT210,Marco,10034,"2019-01-16 20:55:00",public
ZCT210,Marco,7744,"2019-01-16 21:02:00",public
ZCT210,Marco,9503,"2019-01-16 21:08:00",public
ZCT210,Marco,9367,"2019-01-16 21:20:00",public
ZCT210,Motig,11004,"2019-01-16 23:24:00",public
ZCT210,"Stan 286XT",13107,"2019-01-17 19:38:00",public
ZCT210,Smrtka,12320,"2019-01-17 21:02:00",public
ZCT210,Seeker1982,9042,"2019-01-17 21:05:00",public
ZCT210,Smrtka,12107,"2019-01-17 21:11:00",public
ZCT210,Seeker1982,9293,"2019-01-17 21:20:00",public
ZCT210,Seeker1982,8998,"2019-01-17 21:24:00",public
ZCT210,Seeker1982,8361,"2019-01-17 21:34:00",public
ZCT210,Seeker1982,8878,"2019-01-17 21:41:00",public
ZCT210,Seeker1982,8319,"2019-01-17 23:10:00",public
ZCT210,Seeker1982,8246,"2019-01-17 23:27:00",public
ZCT210,Heretic,9244,"2019-01-18 18:09:00",public
ZCT210,Heretic,9222,"2019-01-18 18:11:00",public
ZCT210,Smrtka,10901,"2019-01-18 20:57:00",public
ZCT210,Smrtka,11216,"2019-01-18 22:09:00",public
ZCT210,Smrtka,10242,"2019-01-18 22:36:00",public
ZCT210,Smrtka,10735,"2019-01-18 22:55:00",public
ZCT210,Smrtka,11802,"2019-01-19 00:25:00",public
ZCT210,Smrtka,11194,"2019-01-19 00:38:00",public
ZCT210,Smrtka,11245,"2019-01-20 21:51:00",public
ZCT210,Smrtka,10089,"2019-01-20 22:02:00",public
ZCT210,Smrtka,10026,"2019-01-23 21:11:00",public
ZCT210,"Stan 286XT",13171,"2019-01-26 16:33:00",normal
ZCT210,CTG,9723,"2019-02-02 12:14:00",public
ZCT210,CTG,8694,"2019-02-02 12:21:00",normal
ZCT210,CTG,8428,"2019-02-02 12:35:00",normal
ZCT210,CTG,7740,"2019-02-02 15:41:00",normal
ZCT210,Overdrijf,7735,"2019-02-03 11:04:00",normal
ZCT210,CTG,7726,"2019-02-03 11:08:00",normal
ZCT210,Overdrijf,7718,"2019-02-03 11:17:00",normal
ZCT210,CTG,7700,"2019-02-03 11:33:00",normal
ZCT210,Overdrijf,7696,"2019-02-03 11:44:00",normal
ZCT210,CTG,7674,"2019-02-03 11:44:00",normal
ZCT210,Overdrijf,7625,"2019-02-03 11:55:00",normal
ZCT210,CTG,7533,"2019-02-03 14:12:00",normal
ZCT210,CTG,7449,"2019-02-03 14:13:00",normal
ZCT210,CTG,7348,"2019-02-03 14:16:00",normal
ZCT210,CTG,7300,"2019-02-03 14:24:00",normal
ZCT210,CTG,7649,"2019-02-03 15:12:00",public
ZCT210,CTG,7251,"2019-02-03 23:01:00",normal
ZCT210,Marco,7159,"2019-02-05 20:17:00",normal
ZCT210,dreadnaut,8298,"2019-02-07 23:50:00",normal
ZCT210,afullo,9312,"2019-02-08 11:21:00",quiet
ZCT210,Overdrijf,7471,"2019-02-08 16:11:00",quiet
ZCT210,afullo,9244,"2019-02-08 20:26:00",quiet
ZCT210,"Alan Rotoi",7529,"2019-02-09 06:59:00",quiet
ZCT210,Duplode,7841,"2019-02-09 15:03:00",normal
ZCT210,Cas,9715,"2019-02-09 23:03:00",quiet
ZCT210,dreadnaut,7056,"2019-02-09 23:50:00",quiet
ZCT211,Overdrijf,11515,"2019-02-10 22:08:00",public
ZCT211,dreadnaut,12579,"2019-02-10 22:30:00",public
ZCT211,"Stan 286XT",26224,"2019-02-11 03:33:00",public
ZCT211,Heretic,12209,"2019-02-11 13:42:00",public
ZCT211,dreadnaut,12253,"2019-02-11 21:13:00",public
ZCT211,dreadnaut,11716,"2019-02-11 21:34:00",public
ZCT211,Overdrijf,11448,"2019-02-11 22:20:00",public
ZCT211,fx_undertaker,21390,"2019-02-11 23:25:00",public
ZCT211,fx_undertaker,16331,"2019-02-12 04:21:00",public
ZCT211,Heretic,12029,"2019-02-12 17:18:00",public
ZCT211,Seeker1982,12599,"2019-02-13 00:00:00",public
ZCT211,Seeker1982,12941,"2019-02-13 00:12:00",public
ZCT211,"Shoegazing Leo",13865,"2019-02-13 01:37:00",public
ZCT211,Cas,13176,"2019-02-13 03:12:00",public
ZCT211,Heretic,11948,"2019-02-13 12:55:00",public
ZCT211,Marco,11102,"2019-02-13 15:34:00",public
ZCT211,Heretic,11412,"2019-02-13 16:11:00",public
ZCT211,afullo,13851,"2019-02-13 20:32:00",public
ZCT211,Overdrijf,12413,"2019-02-13 20:33:00",public
ZCT211,Overdrijf,11919,"2019-02-13 20:33:00",public
ZCT211,Overdrijf,12593,"2019-02-13 20:34:00",public
ZCT211,Seeker1982,12528,"2019-02-13 22:28:00",public
ZCT211,Seeker1982,11457,"2019-02-14 00:26:00",public
ZCT211,Seeker1982,11228,"2019-02-14 00:45:00",public
ZCT211,Seeker1982,13072,"2019-02-14 01:22:00",public
ZCT211,Seeker1982,12866,"2019-02-14 23:36:00",public
ZCT211,Heretic,12750,"2019-02-15 11:56:00",public
ZCT211,afullo,13086,"2019-02-15 18:21:00",public
ZCT211,Seeker1982,12016,"2019-02-15 21:09:00",public
ZCT211,Seeker1982,11837,"2019-02-15 21:43:00",public
ZCT211,Seeker1982,11014,"2019-02-15 22:59:00",public
ZCT211,Marco,10892,"2019-02-16 00:15:00",public
ZCT211,Seeker1982,10938,"2019-02-16 12:20:00",public
ZCT211,sd4000,17735,"2019-02-16 16:32:00",public
ZCT211,sd4000,14140,"2019-02-16 16:38:00",public
ZCT211,Seeker1982,10920,"2019-02-16 18:44:00",public
ZCT211,Seeker1982,10902,"2019-02-16 19:00:00",public
ZCT211,Seeker1982,11809,"2019-02-16 19:23:00",public
ZCT211,Marco,12110,"2019-02-16 23:29:00",public
ZCT211,Marco,11931,"2019-02-17 00:05:00",public
ZCT211,Seeker1982,11644,"2019-02-17 00:52:00",public
ZCT211,Overdrijf,13318,"2019-02-17 12:21:00",public
ZCT211,sd4000,13482,"2019-02-17 13:36:00",public
ZCT211,sd4000,12782,"2019-02-17 20:14:00",public
ZCT211,Seeker1982,13003,"2019-02-18 17:11:00",public
ZCT211,Seeker1982,13492,"2019-02-18 20:01:00",public
ZCT211,Usrin,13797,"2019-02-19 00:28:00",public
ZCT211,Heretic,12005,"2019-02-19 12:57:00",public
ZCT211,Seeker1982,11843,"2019-02-19 19:41:00",public
ZCT211,sd4000,12726,"2019-02-19 22:30:00",public
ZCT211,Usrin,12330,"2019-02-20 00:15:00",public
ZCT211,Seeker1982,14338,"2019-02-20 15:24:00",public
ZCT211,sd4000,12523,"2019-02-20 20:36:00",public
ZCT211,Seeker1982,11589,"2019-02-20 21:00:00",public
ZCT211,Seeker1982,11483,"2019-02-20 23:47:00",public
ZCT211,Motig,17675,"2019-02-21 22:32:00",public
ZCT211,Seeker1982,13432,"2019-02-21 23:54:00",public
ZCT211,Seeker1982,13153,"2019-02-22 00:09:00",public
ZCT211,Seeker1982,11413,"2019-02-22 20:39:00",public
ZCT211,Seeker1982,11215,"2019-02-22 20:56:00",public
ZCT211,dreadnaut,11698,"2019-02-23 01:58:00",public
ZCT211,Seeker1982,11719,"2019-02-24 00:26:00",normal
ZCT211,Seeker1982,12018,"2019-02-25 16:01:00",normal
ZCT211,"Stan 286XT",25017,"2019-02-26 14:35:00",normal
ZCT211,Cas,12267,"2019-02-28 01:16:00",normal
ZCT211,afullo,12641,"2019-02-28 12:00:00",normal
ZCT211,Seeker1982,14826,"2019-02-28 19:49:00",public
ZCT211,sd4000,12348,"2019-02-28 20:16:00",public
ZCT211,sd4000,12155,"2019-02-28 20:26:00",public
ZCT211,Seeker1982,10893,"2019-03-01 19:36:00",normal
ZCT211,Seeker1982,10884,"2019-03-01 20:30:00",normal
ZCT211,Seeker1982,10865,"2019-03-01 20:35:00",normal
ZCT211,dreadnaut,11308,"2019-03-02 00:26:00",normal
ZCT211,Cas,12124,"2019-03-02 19:04:00",normal
ZCT211,Marco,10791,"2019-03-03 23:15:00",normal
ZCT211,Seeker1982,10829,"2019-03-04 15:57:00",normal
ZCT211,Seeker1982,12718,"2019-03-04 20:59:00",normal
ZCT211,sd4000,12064,"2019-03-05 19:35:00",normal
ZCT211,"Shoegazing Leo",13237,"2019-03-07 02:46:00",normal
ZCT211,"Shoegazing Leo",12750,"2019-03-07 02:51:00",normal
ZCT211,Cas,12001,"2019-03-07 04:41:00",normal
ZCT211,afullo,12120,"2019-03-07 20:08:00",normal
ZCT211,dreadnaut,10930,"2019-03-08 00:36:00",quiet
ZCT211,Seeker1982,10594,"2019-03-08 01:29:00",quiet
ZCT211,afullo,11869,"2019-03-08 10:30:00",quiet
ZCT211,Overdrijf,11147,"2019-03-08 15:46:00",quiet
ZCT211,sd4000,13064,"2019-03-08 21:14:00",normal
ZCT211,Seeker1982,10517,"2019-03-08 21:46:00",quiet
ZCT211,sd4000,11914,"2019-03-08 21:56:00",quiet
ZCT211,Seeker1982,10503,"2019-03-08 22:06:00",quiet
ZCT211,Seeker1982,10493,"2019-03-08 22:13:00",quiet
ZCT211,Seeker1982,10489,"2019-03-08 22:20:00",quiet
ZCT211,Marco,10416,"2019-03-08 22:26:00",quiet
ZCT211,Seeker1982,10486,"2019-03-08 22:35:00",quiet
ZCT211,Seeker1982,10482,"2019-03-08 22:43:00",quiet
ZCT211,Duplode,10823,"2019-03-09 20:50:00",normal
ZCT211,arturbmallmann,12467,"2019-03-09 23:17:00",normal
ZCT211,Duplode,10697,"2019-03-09 23:43:00",quiet
ZCT211,Duplode,10679,"2019-03-09 23:55:00",quiet
ZCT212,dreadnaut,8829,"2019-03-11 20:43:00",public
ZCT212,sd4000,10012,"2019-03-11 21:01:00",public
ZCT212,Overdrijf,7237,"2019-03-11 21:53:00",public
ZCT212,Marco,6506,"2019-03-11 22:16:00",public
ZCT212,dreadnaut,7946,"2019-03-11 22:26:00",public
ZCT212,dreadnaut,7747,"2019-03-11 23:26:00",public
ZCT212,"Stan 286XT",14550,"2019-03-12 06:54:00",public
ZCT212,Overdrijf,7171,"2019-03-12 12:20:00",public
ZCT212,FinRok,6006,"2019-03-12 13:35:00",public
ZCT212,"Shoegazing Leo",7574,"2019-03-12 18:56:00",public
ZCT212,Heretic,7469,"2019-03-12 19:04:00",public
ZCT212,Heretic,7133,"2019-03-12 19:13:00",public
ZCT212,sd4000,9205,"2019-03-12 20:23:00",public
ZCT212,sd4000,7379,"2019-03-12 20:28:00",public
ZCT212,afullo,7491,"2019-03-12 21:16:00",public
ZCT212,Marco,7834,"2019-03-12 21:17:00",public
ZCT212,Heretic,7722,"2019-03-13 13:33:00",public
ZCT212,Seeker1982,7430,"2019-03-13 14:54:00",public
ZCT212,Seeker1982,7258,"2019-03-13 15:51:00",public
ZCT212,Seeker1982,7082,"2019-03-13 19:53:00",public
ZCT212,Marco,7437,"2019-03-13 20:25:00",public
ZCT212,Marco,7411,"2019-03-13 20:36:00",public
ZCT212,Seeker1982,6954,"2019-03-13 20:56:00",public
ZCT212,Seeker1982,6720,"2019-03-13 21:17:00",public
ZCT212,Seeker1982,6499,"2019-03-13 21:23:00",public
ZCT212,Overdrijf,8256,"2019-03-13 22:30:00",public
ZCT212,Seeker1982,6458,"2019-03-13 22:52:00",public
ZCT212,Seeker1982,7869,"2019-03-13 23:10:00",public
ZCT212,Seeker1982,7314,"2019-03-14 00:35:00",public
ZCT212,Overdrijf,8101,"2019-03-14 12:55:00",public
ZCT212,Seeker1982,7082,"2019-03-14 21:22:00",public
ZCT212,sd4000,7872,"2019-03-15 12:46:00",public
ZCT212,Seeker1982,8540,"2019-03-15 15:12:00",public
ZCT212,Seeker1982,8017,"2019-03-15 15:28:00",public
ZCT212,Seeker1982,7671,"2019-03-15 16:17:00",public
ZCT212,Seeker1982,6397,"2019-03-15 17:06:00",public
ZCT212,CTG,7018,"2019-03-15 18:16:00",public
ZCT212,CTG,6880,"2019-03-15 18:23:00",public
ZCT212,CTG,6624,"2019-03-15 18:38:00",public
ZCT212,Seeker1982,6253,"2019-03-15 19:26:00",public
ZCT212,Seeker1982,6218,"2019-03-15 19:30:00",public
ZCT212,CTG,6093,"2019-03-15 20:25:00",public
ZCT212,CTG,5968,"2019-03-15 20:30:00",public
ZCT212,Cas,7648,"2019-03-16 00:29:00",public
ZCT212,Duplode,7318,"2019-03-16 04:33:00",public
ZCT212,dreadnaut,7152,"2019-03-16 15:58:00",public
ZCT212,dreadnaut,6925,"2019-03-16 16:08:00",public
ZCT212,FinRok,5696,"2019-03-16 17:08:00",public
ZCT212,CTG,5910,"2019-03-16 17:58:00",public
ZCT212,Marco,6090,"2019-03-16 18:49:00",public
ZCT212,Seeker1982,7024,"2019-03-16 22:16:00",public
ZCT212,"Stan 286XT",12446,"2019-03-17 07:38:00",public
ZCT212,Duplode,5731,"2019-03-17 17:47:00",public
ZCT212,Seeker1982,6989,"2019-03-18 23:06:00",public
ZCT212,Marco,5683,"2019-03-20 13:48:00",public
ZCT212,Seeker1982,6986,"2019-03-20 22:05:00",public
ZCT212,Seeker1982,6979,"2019-03-20 22:44:00",public
ZCT212,Duplode,5658,"2019-03-21 02:03:00",public
ZCT212,Marco,5648,"2019-03-21 10:08:00",public
ZCT212,Duplode,5642,"2019-03-22 00:40:00",public
ZCT212,Duplode,7251,"2019-03-22 01:51:00",public
ZCT212,sd4000,7229,"2019-03-22 18:37:00",public
ZCT212,afullo,7245,"2019-03-22 18:52:00",public
ZCT212,Marco,5638,"2019-03-22 23:06:00",public
ZCT212,Seeker1982,6877,"2019-03-23 00:14:00",public
ZCT212,Seeker1982,5949,"2019-03-23 22:25:00",public
ZCT212,Duplode,7174,"2019-03-24 02:12:00",public
ZCT212,Duplode,7162,"2019-03-24 02:36:00",public
ZCT212,Duplode,7152,"2019-03-24 02:55:00",public
ZCT212,FinRok,5603,"2019-03-24 06:56:00",normal
ZCT212,Marco,5526,"2019-03-24 10:07:00",normal
ZCT212,FinRok,5491,"2019-03-24 10:28:00",normal
ZCT212,Marco,5485,"2019-03-24 10:53:00",normal
ZCT212,FinRok,5482,"2019-03-24 11:20:00",normal
ZCT212,Marco,5478,"2019-03-24 11:56:00",normal
ZCT212,FinRok,5466,"2019-03-24 12:01:00",normal
ZCT212,CTG,5648,"2019-03-27 13:00:00",public
ZCT212,CTG,5514,"2019-03-27 15:23:00",normal
ZCT212,CTG,5498,"2019-03-27 21:18:00",normal
ZCT212,Marco,5443,"2019-03-27 21:24:00",normal
ZCT212,FinRok,5440,"2019-03-27 23:11:00",normal
ZCT212,Marco,5392,"2019-03-28 17:38:00",normal
ZCT212,FinRok,5392,"2019-03-28 18:14:00",normal
ZCT212,FinRok,5386,"2019-03-28 19:53:00",normal
ZCT212,Marco,5382,"2019-03-28 20:34:00",normal
ZCT212,Marco,5344,"2019-03-28 21:04:00",normal
ZCT212,FinRok,5312,"2019-03-28 21:53:00",normal
ZCT212,Marco,5280,"2019-04-05 11:59:00",quiet
ZCT212,afullo,7123,"2019-04-05 14:36:00",quiet
ZCT212,Overdrijf,6589,"2019-04-05 16:52:00",quiet
ZCT212,Overdrijf,6333,"2019-04-06 12:10:00",quiet
ZCT212,Overdrijf,6330,"2019-04-06 12:24:00",quiet
ZCT212,FinRok,5238,"2019-04-06 20:05:00",quiet
ZCT212,FinRok,5222,"2019-04-06 20:11:00",quiet
ZCT212,Cas,7562,"2019-04-06 22:24:00",quiet
ZCT212,Cas,7405,"2019-04-06 22:40:00",quiet
ZCT212,Cas,7206,"2019-04-06 22:46:00",quiet
ZCT212,Duplode,5546,"2019-04-06 23:57:00",normal
ZCT213,"Stan 286XT",14604,"2019-04-07 11:23:00",public
ZCT213,dreadnaut,8721,"2019-04-07 12:17:00",public
ZCT213,afullo,9886,"2019-04-07 14:13:00",public
ZCT213,Duplode,8959,"2019-04-07 14:25:00",public
ZCT213,Marco,10184,"2019-04-07 14:48:00",public
ZCT213,Marco,7587,"2019-04-07 15:21:00",public
ZCT213,afullo,9197,"2019-04-07 23:43:00",public
ZCT213,afullo,8942,"2019-04-07 23:52:00",public
ZCT213,Heretic,8703,"2019-04-08 18:37:00",public
ZCT213,sd4000,11258,"2019-04-08 19:30:00",public
ZCT213,sd4000,8572,"2019-04-08 19:35:00",public
ZCT213,sd4000,8508,"2019-04-08 19:38:00",public
ZCT213,Seeker1982,8152,"2019-04-09 12:17:00",public
ZCT213,Seeker1982,8478,"2019-04-09 12:28:00",public
ZCT213,Seeker1982,8483,"2019-04-09 12:32:00",public
ZCT213,Seeker1982,8276,"2019-04-09 21:58:00",public
